actor_id,name,birth,agency,sns,image,work1,work2,work3,work4,work5
84,김민석,1991.08.26,,http://www.instagram.com/m_l_i_j_201 | http://www.instagram.com/melomance_official | http://www.facebook.com/melomance,actor_images\45000.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
라이토 역"," 베르테르 25주년 공연 - 대구
2025.04.05 ~ 2025.04.06
계명아트센터
베르테르 역"," 베르테르 25주년 공연 - 부산
2025.03.29 ~ 2025.03.30
드림씨어터
베르테르 역"," 〈베르테르〉 25주년 공연
2025.01.17 ~ 2025.03.16
디큐브 링크아트센터
베르테르 역","하데스타운 한국 공연 - 부산
2024.10.18 ~ 2024.11.03
드림씨어터
오르페우스 역"
85,케이,1995.03.20,팜트리아일랜드,http://palmtree.is/artists/kei | http://www.instagram.com/_flower_kei,actor_images\41696.gif," 데스노트(The Musical Death Note)
2025.10.14 ~ 2026.05.10
디큐브 링크아트센터
미사 역","4월은 너의 거짓말
2024.06.28 ~ 2024.08.25
예술의전당 CJ 토월극장
미야조노 카오리 역","노트르담 드 파리 - 대구
2024.04.12 ~ 2024.04.21
계명아트센터
플뢰르 드 리스 역","팜트리아일랜드 갈라 콘서트
2022.09.23 ~ 2022.09.25
잠실실내체육관","데스노트
2022.07.01 ~ 2022.08.14
예술의전당 오페라극장
아마네 미사 역"
86,김수연,1993.07.23,,,actor_images\43175.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
모린 역","［피크닉#19］  〈웨이스티드〉
2025.08.27 ~ 2025.08.29
플러스씨어터
에밀리 역"," 〈웨이스티드〉 : 연극열전10_일곱 번째 작품
2025.08.06 ~ 2025.10.26
플러스씨어터
에밀리 역","프라이드 : 연극열전10_다섯 번째 작품
2025.03.29 ~ 2025.06.22
예스24아트원 2관
실비아 역","시라노
2024.12.06 ~ 2025.02.23
예술의전당 CJ 토월극장
록산 역"
87,은영호,,,,actor_images\56533.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
베니 역",,,,
88,이다솜,1990.02.23,,,actor_images\27002.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
Mrs. 제퍼슨 역","도그파이트
2018.06.01 ~ 2018.08.12
광림아트센터 BBCH홀
멀시 역","베어 더 
2017.11.28 ~ 2018.02.25
백암아트홀
타냐 역","꽃보다 남자
2017.02.24 ~ 2017.05.07
홍익대 대학로 아트센터
아사이 역
관객","마타하리
2016.03.25 ~ 2016.06.12
블루스퀘어 신한카드홀
앙상블
전문가"
89,정다희,,,,actor_images\30266.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
조앤 역","시지프스
2024.12.10 ~ 2025.03.02
예스24스테이지 2관
포엣 역","연남장 캬바레 - 오늘 처음 만드는 
2024.07.05 ~ 2024.08.31
연남장
배우2 역","바스커빌 : 셜록홈즈 미스터리
2024.03.28 ~ 2024.06.09
예스24아트원
홈즈 역","렌트
2023.11.11 ~ 2024.02.25
코엑스아티움
조앤 역"
90,김수하,1994.02.23,,http://instagram.com/soohakim23,actor_images\44617.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
미미 역"," 〈스웨그에이지 외쳐,조선!〉
2025.06.20 ~ 2025.08.31
홍익대 대학로 아트센터 대극장
진 역","WONDERLAND FESTIVAL 2024
2024.12.15 ~ 2024.12.16
경희대학교 평화의전당
12/16 MON 역","틱틱붐(tick, tick… BOOM!)
2024.11.16 ~ 2025.02.02
코엑스아티움
수잔 역","틱틱붐 - 쇼케이스
2024.10.29 ~ 2024.10.29
신한카드 SOL 페이 스퀘어 라이브홀
수잔 역"
91,조권,,,http://me2day.net/adamadams | http://twitter.com/2AMkwon,actor_images\22925.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
엔젤 역","조권 팬 콘서트 '조권의 팬은 어디 있나요? 좋은 조권에 모시겠습니다.'
2024.09.21 ~ 2024.09.22
백암아트홀","이블데드
2024.06.20 ~ 2024.09.01
NOL 유니플렉스
스캇 역","렌트
2023.11.11 ~ 2024.02.25
코엑스아티움
엔젤 역","정선아, 김호영, 조권 콘서트
2023.04.16 ~ 2023.04.16
롯데콘서트홀"
92,황순종,,,,actor_images\44400.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
엔젤 역","［피크닉#19］  〈웨이스티드〉
2025.08.27 ~ 2025.08.29
플러스씨어터
브랜웰 역"," 〈웨이스티드〉 : 연극열전10_일곱 번째 작품
2025.08.06 ~ 2025.10.26
플러스씨어터
브랜웰 역"," 〈차미〉
2025.05.29 ~ 2025.08.24
대학로 TOM(티오엠) 1관
김고대 역","라파치니의 정원
2025.02.26 ~ 2025.02.28
플러스씨어터
지오바니 역"
93,이해준,1988.12.04,,http://www.instagram.com/2haejuni/,actor_images\35302.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
로저 역","WONDERLAND FESTIVAL 2024
2024.12.15 ~ 2024.12.16
경희대학교 평화의전당
12/16 MON 역","틱틱붐(tick, tick… BOOM!)
2024.11.16 ~ 2025.02.02
코엑스아티움
존 역","틱틱붐 - 쇼케이스
2024.10.29 ~ 2024.10.29
신한카드 SOL 페이 스퀘어 라이브홀
존 역","브랜든 리  심포니 콘서트
2024.09.28 ~ 2024.09.28
롯데콘서트홀"
94,양희준,,,,actor_images\41874.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
마크 역"," 〈스웨그에이지 외쳐,조선!〉
2025.06.20 ~ 2025.08.31
홍익대 대학로 아트센터 대극장
단 역","틱틱붐(tick, tick… BOOM!)
2024.11.16 ~ 2025.02.02
코엑스아티움
마이클 역","틱틱붐 - 쇼케이스
2024.10.29 ~ 2024.10.29
신한카드 SOL 페이 스퀘어 라이브홀
마이클 역","타오르는 어둠 속에서
2023.08.26 ~ 2023.11.26
링크아트센터 페이코홀
까를로스 역"
95,장지후,1988.06.28,,,actor_images\40830.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
콜린 역","브로드웨이 42번가 - 부산
2025.10.17 ~ 2025.10.19
드림씨어터
빌리 로러 역"," 브로드웨이 42번가 -울산
2025.09.26 ~ 2025.09.28
HD아트센터 대공연장
빌리 로러 역"," 〈브로드웨이 42번가〉
2025.07.10 ~ 2025.09.14
샤롯데씨어터
빌리 로러 역","구텐버그
2025.04.30 ~ 2025.07.20
플러스씨어터
더그 사이먼 역"
96,진태화,1988.01.01,팜트리아일랜드,http://palmtree.is/artists/jin-tae-hwa | http://www.instagram.com/j__t.h | http://www.facebook.com/cjestaehwa,actor_images\38583.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
마크 역"," 〈스웨그에이지 외쳐,조선!〉
2025.06.20 ~ 2025.08.31
홍익대 대학로 아트센터 대극장
십주 역","라이카
2025.03.14 ~ 2025.05.18
두산아트센터 연강홀
장미 역"," '이프덴'
2024.12.03 ~ 2025.03.02
홍익대 대학로 아트센터 대극장
조쉬 역","보이즈 인 더 밴드
2024.10.08 ~ 2024.12.29
링크아트센터드림 드림3관
해롤드 역"
97,솔지,,,,actor_images\12449.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
미미 역","영웅 - 15주년
2024.05.29 ~ 2024.08.11
세종문화회관 대극장
설희 역","여섯 여왕과 함께하는 여민락콘서트 - 세종
2023.05.31 ~ 2023.05.31
세종예술의전당(세종특별자치시)","식스 더 
2023.03.31 ~ 2023.06.25
코엑스아티움
하워드 역","보이스메이트
2008.12.30 ~ 2008.12.30
KT&G 상상마당 라이브홀"
98,김려원,,,http://www.gleamartist.com/kim-ryeo-won,actor_images\36044.gif,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
4악장 역"," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
모린 역"," 〈마리 퀴리〉
2025.07.25 ~ 2025.10.19
광림아트센터 BBCH홀
마리 퀴리 역","보이스 오브 햄릿
2025.05.16 ~ 2025.06.28
국립극장 하늘극장
햄릿 역","라흐 헤스트
2025.03.25 ~ 2025.06.15
예스24스테이지 1관
향안 역"
99,구준모,1991.02.25,,,actor_images\36154.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
베니 역","세일즈맨의 죽음
2025.04.19 ~ 2025.04.19
노원문화예술회관 대공연장
버나드 역","세일즈맨의 죽음 - 대구
2025.03.21 ~ 2025.03.22
아양아트센터 아양홀
버나드 역","세일즈맨의 죽음
2025.01.07 ~ 2025.03.03
세종문화회관 M씨어터
버나드 역","에밀
2024.06.11 ~ 2024.09.01
예스24스테이지 3관
클로드 역"
100,황건하,1997.08.07,,http://plent.co.kr/artists/hwang-gun-ha,actor_images\47640.gif," 〈렌트〉
2025.11.09 ~ 2026.02.22
코엑스아티움
콜린 역","제9회 월드비전과 함께하는 The Gift
2024.11.12 ~ 2024.11.12
예술의전당 콘서트홀","오페라의 유령
2023.07.21 ~ 2023.11.19
샤롯데씨어터
라울 역","어차피 혼자
2022.09.06 ~ 2022.11.20
홍익대 대학로 아트센터 대극장
서산 역","크리스마스 콘서트 - 대전
2021.12.25 ~ 2021.12.26
대전예술의전당 아트홀"
101,이홍기,,,http://twitter.com/skullhong,actor_images\15363.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
조/죠세핀 역","4월은 너의 거짓말
2024.06.28 ~ 2024.08.25
예술의전당 CJ 토월극장
아리마 코세이 역","할란카운티
2023.05.16 ~ 2023.07.16
한전아트센터
다니엘 역","마타하리
2022.05.28 ~ 2022.08.15
샤롯데씨어터
아르망 역","잭 더 리퍼
2021.12.03 ~ 2022.02.05
한전아트센터
다니엘 역"
102,김봉환,,,,actor_images\3873.jpg," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
오스굿 역","［NOL 스페셜 스테이지］ 지킬앤하이드 (Jekyll ＆ Hyde) - 20주년
2025.05.01 ~ 2025.05.11
블루스퀘어 신한카드홀
댄버스 경 역","지킬앤하이드 - 20주년
2024.11.29 ~ 2025.05.18
블루스퀘어 신한카드홀
댄버스 경 역","영웅
2023.03.17 ~ 2023.05.21
블루스퀘어 신한카드홀
김내관 역","지킬 앤 하이드 - 진주
2022.07.22 ~ 2022.07.24
경남문화예술회관 대공연장
댄버스 역"
103,솔라,1991.02.21,,,actor_images\42695.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
슈가 역","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
마타하리 역","노트르담 드 파리 한국어버전 - 대전
2024.06.07 ~ 2024.06.09
대전예술의전당 아트홀
에스메랄다 역","솔라(Solar) 콘서트
2024.06.01 ~ 2024.06.02
블루스퀘어 SOL트래블홀","노트르담 드 파리 - 대구
2024.04.12 ~ 2024.04.21
계명아트센터
에스메랄다 역"
104,양서윤,1991.10.07,팜트리아일랜드,http://palmtree.is/artists/yang-seo-yoon | http://www.instagram.com/yangshine_,actor_images\38501.gif,,,,,
105,엄기준,(음력) 1976.03.23,,http://ent.ihq.co.kr/starhome/?oidStarHome=52 | http://instagram.com/werther777,actor_images\4225.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
조/죠세핀 역","시련
2025.04.09 ~ 2025.04.27
예술의전당 CJ 토월극장
존 프락터 역"," 베르테르 25주년 공연 - 대구
2025.04.05 ~ 2025.04.06
계명아트센터
베르테르 역"," 베르테르 25주년 공연 - 부산
2025.03.29 ~ 2025.03.30
드림씨어터
베르테르 역","광화문연가 - 대구
2025.03.08 ~ 2025.03.09
계명아트센터
명우 역"
106,남우현,1991.02.08,,http://www.ifnt7.com/ | http://twitter.com/wowwh,actor_images\27537.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
조/죠세핀 역","SOMEDAY PLEROMA 2025
2025.06.28 ~ 2025.06.28
킨텍스 제2전시장 10홀","블러디 러브 - 성남
2025.04.18 ~ 2025.04.20
성남아트센터 오페라하우스
디미트루 역","블러디 러브
2024.12.07 ~ 2025.02.16
한전아트센터
디미트루 역","메가필드뮤직페스티벌 2024
2024.06.15 ~ 2024.06.16
난지한강공원 젊음의 광장"
107,조남희,,,,actor_images\4220.jpg," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
오스굿 역","5! 해피맨
2024.05.17 ~ 2024.07.27
더굿씨어터
베네딕트 역","셜록홈즈
2023.09.14 ~ 2023.11.12
두산아트센터 연강홀
포비 앤더슨 역","여명의 눈동자 - 구리
2021.12.04 ~ 2021.12.04
구리아트홀 코스모스 대극장
윤홍철 역","여명의 눈동자 - 익산
2021.10.16 ~ 2021.10.16
익산예술의전당 대공연장
윤홍철 역"
108,유연정,,,http://www.instagram.com/uyj__0803,actor_images\48995.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
슈가 역"," 〈프리다〉
2025.06.17 ~ 2025.09.07
NOL 유니플렉스 1관
메모리아 역","리지
2024.09.14 ~ 2024.10.06
두산아트센터 연강홀
앨리스 러셀 역","리지
2024.09.14 ~ 2024.12.01
두산아트센터 연강홀
앨리스 러셀 역","그레이트 코멧
2024.03.26 ~ 2024.06.16
유니버설아트센터
나타샤 역"
109,김법래,1970.07.24,,http://cafe.naver.com/musicalbos | http://twitter.com/portos724 | http://www.youtube.com/@publae,actor_images\3998.gif," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
제리/다프네 역","블러디 러브 - 성남
2025.04.18 ~ 2025.04.20
성남아트센터 오페라하우스
드라큘라 역","블러디러브 - 부산
2025.04.12 ~ 2025.04.13
부산시민회관 대극장
드라큘라 역","블러디 러브
2024.12.07 ~ 2025.02.16
한전아트센터
드라큘라 역","엄유민법 콘서트
2024.09.29 ~ 2024.09.29
롯데콘서트홀"
110,송원근,1982.12.17,,http://www.managementrun.co.kr/ | http://www.instagram.com/swg_1126 | http://cafe.daum.net/R-UN,actor_images\22136.gif," 〈레드북〉 - 수원
2026.02.06 ~ 2026.02.08
경기아트센터 대극장
브라운 역"," 〈레드북〉 - 부산
2026.01.30 ~ 2026.02.01
드림씨어터
브라운 역"," 〈레드북〉 - 세종시
2026.01.23 ~ 2026.01.25
세종예술의전당(세종특별자치시)
브라운 역"," 〈레드북〉 - 대구
2026.01.16 ~ 2026.01.18
대구오페라하우스
브라운 역"," 〈레드북〉 - 용인
2026.01.09 ~ 2026.01.11
용인포은아트홀
브라운 역"
111,정택운,1990.11.10,젤리피쉬엔터테인먼트㈜,http://www.realvixx.com/ | http://twitter.com/J_TAEKWOON,actor_images\34313.gif,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
1악장 역"," 슈가 〈SUGAR〉
2025.12.12 ~ 2026.02.22
한전아트센터
조/죠세핀 역"," 〈멤피스〉 - 성남
2025.10.18 ~ 2025.10.19
성남아트센터 오페라하우스
휴이 역"," 〈멤피스〉
2025.06.17 ~ 2025.09.21
충무아트센터 대극장
휴이 역","테베랜드
2024.11.20 ~ 2025.02.09
충무아트센터 중극장 블랙
마르틴＆페데리코 역"
112,이지수,,,,actor_images\29583.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
정의공주&엘레나 역"," 〈르 마스크〉
2025.08.06 ~ 2025.11.09
et theatre 1 (이티 씨어터 원)
레오니 역","소란스러운 나의 서림에서
2025.04.08 ~ 2025.06.21
et theatre 1 (이티 씨어터 원)
양희 역","젠틀맨스 가이드 : 사랑과 살인편 - 대구
2024.12.20 ~ 2024.12.25
계명아트센터
피비 다이스퀴스 역","시라노
2024.12.06 ~ 2025.02.23
예술의전당 CJ 토월극장
록산 역"
113,박형규,,,,actor_images\19895.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
만복&토스카넬리 역"," 〈원스〉
2025.02.19 ~ 2025.05.31
코엑스아티움
Eamon 역","왕의 나라 3 나는 독립군이다
2024.08.15 ~ 2024.08.17
안동 탈춤공원 야외특설무대
김동삼 역","바람이 불어오는 곳 - 김해
2019.10.04 ~ 2019.10.05
김해문화의전당 마루홀
이풍세 역","바람이 불어오는 곳
2018.11.16 ~ 2019.01.27
NOL 유니플렉스 2관
이풍세 역"
114,손의완,,,,actor_images\8013.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
미령&파올라 역","마리 앙투아네트
2024.02.27 ~ 2024.05.26
디큐브 링크아트센터
마담 랑발 역","아마데우스
2023.02.12 ~ 2023.04.11
세종문화회관 M씨어터
카테리나 카발리에리 역","엘리자벳
2022.08.30 ~ 2022.11.13
블루스퀘어 신한카드홀
앙상블","레베카
2021.11.16 ~ 2022.02.28
충무아트센터 대극장
앙상블"
115,고은성,,,http://www.instagram.com/musical.ko,actor_images\26675.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
영실&강배 역"," 〈멤피스〉 - 성남
2025.10.18 ~ 2025.10.19
성남아트센터 오페라하우스
휴이 역"," 〈멤피스〉
2025.06.17 ~ 2025.09.21
충무아트센터 대극장
휴이 역","시라노
2024.12.06 ~ 2025.02.23
예술의전당 CJ 토월극장
시라노 역","베르사유의 장미
2024.07.16 ~ 2024.10.13
충무아트센터 대극장
앙드레 그랑디에 역"
116,최지혜,,더블케이필름앤씨어터,,actor_images\46728.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
정의공주&엘레나 역","［NOL 스페셜 스테이지］  〈알라딘〉 한국 초연 - 부산 (ALADDIN The Musical)
2025.08.15 ~ 2025.08.17
드림씨어터
자스민 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical) - 부산
2025.07.11 ~ 2025.09.28
드림씨어터
자스민 역","［인터파크 스테이지］알라딘 한국 초연
2025.04.12 ~ 2025.04.16
샤롯데씨어터
자스민 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical)
2024.11.22 ~ 2025.06.22
샤롯데씨어터
자스민 역"
117,카이,1981.12.05,EMK엔터테인먼트,http://www.yourkai.com/ | http://www.instagram.com/official_yourkai,actor_images\18104.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
세종&진석 역","〈팬텀〉 10주년 기념 공연
2025.05.31 ~ 2025.08.11
세종문화회관 대극장
팬텀 역","헐리우드 영화음악 콘서트 Op.1(카이,정선아)
2025.03.16 ~ 2025.03.16
롯데콘서트홀","헐리우드 영화음악 시리즈 Op.1(카이,이지혜)
2025.03.15 ~ 2025.03.15
롯데콘서트홀"," 갈라 콘서트: Winter’s Melody
2024.12.24 ~ 2024.12.24
영등포아트홀"
118,최민철,1976.11.09,PL엔터테인먼트,http://cafe.daum.net/czolgosz | http://twitter.com/jekyll8749,actor_images\259.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
정화대장&마 교수 역"," 〈멤피스〉 - 성남
2025.10.18 ~ 2025.10.19
성남아트센터 오페라하우스
델레이 역"," 〈멤피스〉
2025.06.17 ~ 2025.09.21
충무아트센터 대극장
델레이 역","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
라두 역","노트르담 드 파리 한국어버전 - 대전
2024.06.07 ~ 2024.06.09
대전예술의전당 아트홀
프롤로 역"
119,김대호,1988.03.22,,http://www.instagram.com/kim.dae_ho,actor_images\39780.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
이암&교황 역","바스커빌 : 셜록홈즈 미스터리 Chapter2
2024.06.22 ~ 2025.03.09
예스24아트원 3관
멀티1 역","몬테크리스토
2023.11.21 ~ 2024.02.25
충무아트센터 대극장
당글라스 역","번지점프를 하다
2022.06.22 ~ 2022.08.21
홍익대 대학로 아트센터 대극장
기석 역","그레이트 코멧
2021.03.20 ~ 2021.05.30
유니버설아트센터
발라가 역"
120,김주호,,,,actor_images\22003.gif,"은밀하게 위대하게:THE LAST-10주년 기념
2026.01.30 ~ 2026.04.26
NOL 씨어터 대학로 우리카드홀
김태원 역"," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
이암&교황 역","베어 더  (bare the musical)
2025.06.03 ~ 2025.09.14
두산아트센터 연강홀
신부 역","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
팽르베 역","엔젤스 인 아메리카 - 파트원:밀레니엄이 다가온다
2024.08.06 ~ 2024.09.28
LG아트센터 서울 LG SIGNATURE 홀
로이콘 역"
121,전동석,1988.02.06,,http://club.cyworld.com/gring,actor_images\16138.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
영실&강배 역","〈팬텀〉 10주년 기념 공연
2025.05.31 ~ 2025.08.11
세종문화회관 대극장
팬텀 역","지킬앤하이드 - 20주년
2024.11.29 ~ 2025.05.18
블루스퀘어 신한카드홀
지킬 / 하이드 역","프랑켄슈타인 - 10주년
2024.06.05 ~ 2024.08.25
블루스퀘어 신한카드홀
빅터 프랑켄슈타인&자크 역","헤드윅
2024.03.22 ~ 2024.06.23
샤롯데씨어터
헤드윅 역"
122,김연준,1994.09.21,,,actor_images\42751.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
미령&파올라 역","마타하리
2024.12.05 ~ 2025.03.02
LG아트센터 서울 LG SIGNATURE 홀
키레예브스키 역","몬테크리스토
2023.11.21 ~ 2024.02.25
충무아트센터 대극장
앙상블","베토벤 2
2023.04.14 ~ 2023.05.15
세종문화회관 대극장
앙상블","베토벤
2023.01.12 ~ 2023.03.26
예술의전당 오페라극장
앙상블"
123,신성록,1982.11.23,,http://shinsungrok.sidushq.com/ | http://cafe.daum.net/shinsungrok/ | http://cafe.daum.net/shinsungrok/ | http://twitter.com/mnnrock9999,actor_images\3676.jpg,"WONDERLAND FESTIVAL 2025
2025.12.27 ~ 2026.01.11
경희대학교 평화의전당
4악장 역"," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
세종&진석 역","2025 신성록 콘서트 HIGHLIGHT
2025.09.20 ~ 2025.09.21
코엑스아티움"," 지킬앤하이드 (Jekyll ＆ Hyde) 20주년 - 부산
2025.06.08 ~ 2025.06.15
드림씨어터
지킬/하이드 역","보이스 오브 햄릿
2025.05.16 ~ 2025.06.28
국립극장 하늘극장
햄릿 역"
124,윤선용,,,,actor_images\12072.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
만복&토스카넬리 역","［NOL 스페셜 스테이지］  〈알라딘〉 한국 초연 - 부산 (ALADDIN The Musical)
2025.08.15 ~ 2025.08.17
드림씨어터
김옹/이몽룡 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical) - 부산
2025.07.11 ~ 2025.09.28
드림씨어터
자파 역","［인터파크 스테이지］알라딘 한국 초연
2025.04.12 ~ 2025.04.16
샤롯데씨어터
자파 역"," 〈알라딘〉 한국 초연 (ALADDIN The Musical)
2024.11.22 ~ 2025.06.22
샤롯데씨어터
자파 역"
125,민영기,1973.12.18,EMK엔터테인먼트,http://www.minyoungki.com/ | http://twitter.com/poimin73,actor_images\3732.jpg," 〈맘마미아!〉 - 용인
2026.01.23 ~ 2026.01.25
용인포은아트홀
해리 역"," 〈맘마미아!〉 - 대전
2026.01.16 ~ 2026.01.18
대전예술의전당 아트홀
해리 역"," 〈맘마미아!〉 - 안산
2025.12.26 ~ 2025.12.28
안산문화예술의전당 해돋이극장
해리 역"," 〈맘마미아〉 - 고양
2025.12.19 ~ 2025.12.21
고양아람누리 아람극장
해리 역"," 〈맘마미아!〉 - 부산
2025.12.12 ~ 2025.12.14
부산시민회관 대극장
해리 역"
126,박은태,1981.06.14,,http://cafe.naver.com/silverbell1029,actor_images\4004.gif," 〈한복 입은 남자〉
2025.12.02 ~ 2026.03.08
충무아트센터 대극장
영실&강배 역","매디슨 카운티의 다리
2025.05.01 ~ 2025.07.13
광림아트센터 BBCH홀
로버트 킨케이드 역","웃는남자 - 성남
2025.04.09 ~ 2025.04.12
성남아트센터 오페라하우스
그윈플렌 역","지저스 크라이스트 수퍼스타 - 부산
2025.01.17 ~ 2025.01.19
드림씨어터
지저스 역","웃는 남자
2025.01.09 ~ 2025.03.09
예술의전당 오페라극장
그윈플렌 역"
127,최민우,1992.05.01,,http://www.instagram.com/carter_minnu | http://m.cafe.daum.net/carter-minnu./_rec,actor_images\42625.gif," 〈제임스 바이런 딘〉
2026.01.09 ~ 2026.03.01
극장 온
바이런 역","어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
찰리 역","구텐버그
2025.04.30 ~ 2025.07.20
플러스씨어터
더그 사이먼 역","여신님이 보고 계셔
2024.11.26 ~ 2025.03.03
NOL 유니플렉스 1관
변주화 역","조로: 액터뮤지션
2024.09.11 ~ 2024.11.17
NOL 유니플렉스
조로/디에고 역"
128,박슬기,,,,actor_images\46696.gif,"어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
인어공주 역","스탠드 업  - 방구석 
2024.09.29 ~ 2024.12.08
링크아트센터드림 드림4관
지금이 역","시데레우스
2024.07.24 ~ 2024.10.13
플러스씨어터
마리아 역","섬 : 1933~2019
2024.05.22 ~ 2024.07.07
국립정동극장
목소리1 역","이상한 나라의 아빠
2024.01.28 ~ 2024.03.03
예술의전당 자유소극장
주영 역"
129,선한국,1991.03.14,,http://www.instagram.com/sunkorea91,actor_images\36710.gif,"어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
왕자1 역"," 〈번 더 위치〉
2025.07.08 ~ 2025.10.12
홍익대 대학로 아트센터 소극장
블랭크&딜런 역","구텐버그
2025.04.30 ~ 2025.07.20
플러스씨어터
버드 대븐포트 역","배니싱
2025.02.04 ~ 2025.05.25
링크아트센터 페이코홀
의신 역","미아 파밀리아
2024.12.19 ~ 2025.03.23
링크아트센터드림 드림1관
오스카 역"
130,이건희,1990.07.17,,,actor_images\39229.gif,"어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
왕자3 역","이블데드
2024.06.20 ~ 2024.09.01
NOL 유니플렉스
에드 역","난쟁이들
2023.11.01 ~ 2024.01.21
플러스씨어터
왕자3 역","머더러
2019.09.20 ~ 2019.11.17
대학로 TOM(티오엠) 2관
새끼여우 역","찰리브라운 - 정선
2018.10.11 ~ 2018.12.09
하이원리조트 카사시네마
라이너스 역"
131,이경욱,,,,actor_images\3563.jpg," 〈미세스 다웃파이어〉 - 진주
2026.01.31 ~ 2026.02.01
경상남도문화예술회관 대공연장
안드레 역"," 〈미세스 다웃파이어〉 - 수원
2026.01.17 ~ 2026.01.18
경기아트센터 대극장
안드레 역"," 〈미세스 다웃파이어〉 - 인천
2026.01.10 ~ 2026.01.11
인천문화예술회관 대공연장
안드레 역","2025  〈미세스 다웃파이어〉 - 천안
2025.12.27 ~ 2025.12.28
천안예술의전당 대공연장
안드레 역","어른이  〈난쟁이들〉
2025.11.05 ~ 2026.03.01
플러스씨어터
왕자1 역"
